Unnamed: 0,NGCC profit (M$),SOFC profit (M$),NGCC+SOEC profit (M$),rSOC profit (M$),SOFC+SOEC profit (M$),SOEC profit (M$),Natural Gas Price ($/MMBtu),Carbon Tax ($/tonne),Hydrogen Price ($/kg),Mean LMP ($/MWh),Minimum LMP ($/MWh),25th Percentile ($/MWh),50th Percentile ($/MWh),75th Percentile ($/MWh),Maximum LMP ($/MWh),Standard Deviation ($/MWh),Skewness,Kurtosis,Bimodality Coefficient,Dip Test Statistic,Dip Test p-value
ISO_NE_2019_15,-145.367556080853,-70.7709562780096,-187.685633036362,-15.2963150544519,-31.3331457299436,3.44148197652083,4.5,0,1.5,30.6751940639269,-56.16,19.0475,24.55,35.94,261.35,20.5616696794788,2.80590636009233,13.0444747170223,0.552996735293148,0.001763626379978,1.0
ISO_NE_2019_25,-145.367556080853,-70.7709562780096,-48.987187896002,104.578879108007,106.92879519067,142.546988272238,4.5,0,2.5,30.6751940639269,-56.16,19.0475,24.55,35.94,261.35,20.5616696794788,2.80590636009233,13.0444747170223,0.552996735293148,0.001763626379978,1.0
ISO_NE_2019_30,-145.367556080853,-70.7709562780096,26.0595876291167,173.011909713431,181.888068463235,217.939083699218,4.5,0,3.0,30.6751940639269,-56.16,19.0475,24.55,35.94,261.35,20.5616696794788,2.80590636009233,13.0444747170223,0.552996735293148,0.001763626379978,1.0
CAISO_ZP26_2019_20,-123.959421978032,-31.0273961624016,-88.0618683792409,50.6189937688439,64.6316210612482,48.642382459713,3.87,0,2.0,35.31622978,-40.6231,21.989275,30.6805,41.652475,1065.9115,38.85246235,14.03788728,289.0423989,0.678194615,0.005209614,0.126216799
CAISO_ZP26_2019_10,-122.772681978032,-30.7760511624016,-180.572241082889,-19.1372333100979,-36.96933736982,-53.5688521577117,3.87,0,1.0,35.316229783105,-40.6231,21.989275,30.6805,41.652475,1065.9115,38.8524623485954,14.0378872773577,289.042398937316,0.67819461452168,0.0052096137596204,0.126216799
CAISO_ZP26_2019_15,-122.772681978032,-30.7760511624016,-149.975790220805,7.53273316472943,3.1930435678981,-13.7511461086353,3.87,0,1.5,35.316229783105,-40.6231,21.989275,30.6805,41.652475,1065.9115,38.8524623485954,14.0378872773577,289.042398937316,0.67819461452168,0.0052096137596204,0.126216799
CAISO_ZP26_2019_25,-122.772681978032,-30.7760511624016,-16.5907492029126,106.228001174552,135.894463076809,120.753605505764,3.87,0,2.5,35.316229783105,-40.6231,21.989275,30.6805,41.652475,1065.9115,38.8524623485954,14.0378872773577,289.042398937316,0.67819461452168,0.0052096137596204,0.126216799
CAISO_ZP26_2019_30,-122.772681978032,-30.7760511624016,58.450442590995,170.37447854423,210.830003401297,195.660549015954,3.87,0,3.0,35.316229783105,-40.6231,21.989275,30.6805,41.652475,1065.9115,38.8524623485954,14.0378872773577,289.042398937316,0.67819461452168,0.0052096137596204,0.126216799
CAISO_NP15_2019_20,-124.369847607734,-30.2633029323649,-88.6896945223036,48.0462319276849,63.8078305343851,46.794944500966,3.87,0,2.0,35.59410914,-43.3701,22.944475,30.83785,41.7378,1013.6738,37.8459945,13.8162834,281.6485925,0.674125919,0.005257709,0.116599676
CAISO_NP15_2019_10,-123.195403607734,-30.0119579323649,-180.455524629284,-20.0154653299308,-37.2867358963828,-53.4947810980399,3.87,0,1.0,35.5941091438356,-43.3701,22.944475,30.83785,41.7378,1013.6738,37.8459945016814,13.8162833985504,281.64859249429,0.674125919291687,0.0052577086642963,0.116599676
CAISO_NP15_2019_15,-123.195403607734,-30.0119579323649,-150.656829940882,5.31452685691053,2.29497085521542,-15.4220078353414,3.87,0,1.5,35.5941091438356,-43.3701,22.944475,30.83785,41.7378,1013.6738,37.8459945016814,13.8162833985504,281.64859249429,0.674125919291687,0.0052577086642963,0.116599676
CAISO_NP15_2019_25,-123.195403607734,-30.0119579323649,-17.0839656058664,103.551566551315,135.209511170218,118.796388847119,3.87,0,2.5,35.5941091438356,-43.3701,22.944475,30.83785,41.7378,1013.6738,37.8459945016814,13.8162833985504,281.64859249429,0.674125919291687,0.0052577086642963,0.116599676
CAISO_NP15_2019_30,-123.195403607734,-30.0119579323649,57.9932080035515,167.808313971611,210.186187662346,193.739663617711,3.87,0,3.0,35.5941091438356,-43.3701,22.944475,30.83785,41.7378,1013.6738,37.8459945016814,13.8162833985504,281.64859249429,0.674125919291687,0.0052577086642963,0.116599676
CAISO_SP15_2019_20,-121.715207643754,-28.6865148816336,-86.916519815498,52.3345175012319,65.964525162527,46.7925535661943,3.87,0,2.0,35.76289704,-36.4988,21.907575,30.81345,42.2941,980.3147,39.34944274,13.05012585,246.6358946,0.686219743,0.005721276,0.057761912
CAISO_SP15_2019_10,-120.500801643754,-28.4351698816336,-178.363575986449,-16.9714058583178,-34.438495413172,-53.7457483039762,3.87,0,1.0,35.762897043379,-36.4988,21.907575,30.81345,42.2941,980.3147,39.349442741929,13.0501258482493,246.635894571851,0.686219742798991,0.005721275721817,0.057761912
CAISO_SP15_2019_15,-120.500801643754,-28.4351698816336,-148.009114814559,9.73303268003949,5.3566521992682,-15.3574728662091,3.87,0,1.5,35.762897043379,-36.4988,21.907575,30.81345,42.2941,980.3147,39.349442741929,13.0501258482493,246.635894571851,0.686219742798991,0.005721275721817,0.057761912
CAISO_SP15_2019_25,-120.500801643754,-28.4351698816336,-15.9028433269596,107.122497141011,136.751346359544,118.807414053657,3.87,0,2.5,35.762897043379,-36.4988,21.907575,30.81345,42.2941,980.3147,39.349442741929,13.0501258482493,246.635894571851,0.686219742798991,0.005721275721817,0.057761912
CAISO_SP15_2019_30,-120.500801643754,-28.4351698816336,59.0319321409737,170.427925403349,211.576504195284,193.458433011961,3.87,0,3.0,35.762897043379,-36.4988,21.907575,30.81345,42.2941,980.3147,39.349442741929,13.0501258482493,246.635894571851,0.686219742798991,0.005721275721817,0.057761912
SPP_NORTH_2022_20,-128.563855122611,-64.9628950558483,-198.675476510636,76.4934839755429,1.16879173186975,79.671199272055,8.21,0,2.0,35.71421293,-102.7981,9.72215,25.5635,52.368375,1161.6271,50.09888074,5.228412076,66.27828239,0.409015228,0.001765843,1.0
SPP_NORTH_2022_10,-127.543111122611,-60.0980100558483,-196.04144075806,-15.6332243908507,-79.757670610913,-16.9891609561486,8.21,0,1.0,35.7142129337899,-102.7981,9.72215,25.5635,52.368375,1161.6271,50.0988807429151,5.22841207556682,66.2782823879513,0.409015227776153,0.00176584264207,1.0
SPP_NORTH_2022_15,-127.543111122611,-60.0980100558483,-196.163501280397,24.9678662052168,-51.6877475726807,25.3712495262725,8.21,0,1.5,35.7142129337899,-102.7981,9.72215,25.5635,52.368375,1161.6271,50.0988807429151,5.22841207556682,66.2782823879513,0.409015227776153,0.00176584264207,1.0
SPP_NORTH_2022_25,-127.543111122611,-60.0980100558483,-163.162704037686,133.357894646903,62.1597612378996,143.749794420693,8.21,0,2.5,35.7142129337899,-102.7981,9.72215,25.5635,52.368375,1161.6271,50.0988807429151,5.22841207556682,66.2782823879513,0.409015227776153,0.00176584264207,1.0
SPP_NORTH_2022_30,-127.543111122611,-60.0980100558483,-96.9946930278069,193.762617564274,128.051693285843,211.311584693097,8.21,0,3.0,35.7142129337899,-102.7981,9.72215,25.5635,52.368375,1161.6271,50.0988807429151,5.22841207556682,66.2782823879513,0.409015227776153,0.00176584264207,1.0
MISO_MINNESOTA_2022_20,-135.673363838261,-63.3669728953345,-202.10465705875,20.3373265043706,-23.2874473786292,21.4088366240222,8.04,0,2.0,44.09752968,-62.28,23.52,36.915,55.6825,1781.78,49.09061903,14.55683948,395.1689622,0.534700206,0.001960582,0.998730506
MISO_MINNESOTA_2022_10,-134.566547838261,-60.2615028953345,-198.424632831879,-47.7092695245741,-83.1018112285938,-56.2058716676635,8.04,0,1.0,44.0975296803653,-62.28,23.52,36.915,55.6825,1781.78,49.0906190295634,14.5568394836225,395.168962190773,0.534700206218746,0.0019605820542443,0.998730506
MISO_MINNESOTA_2022_15,-134.566547838261,-60.2615028953345,-198.303080897403,-21.9472977394361,-68.9060413048054,-25.9349078267784,8.04,0,1.5,44.0975296803653,-62.28,23.52,36.915,55.6825,1781.78,49.0906190295634,14.5568394836225,395.168962190773,0.534700206218746,0.0019605820542443,0.998730506
MISO_MINNESOTA_2022_25,-134.566547838261,-60.2615028953345,-169.382804605186,72.4141676802432,36.2235706953106,83.6366902747965,8.04,0,2.5,44.0975296803653,-62.28,23.52,36.915,55.6825,1781.78,49.0906190295634,14.5568394836225,395.168962190773,0.534700206218746,0.0019605820542443,0.998730506
MISO_MINNESOTA_2022_30,-134.566547838261,-60.2615028953345,-102.11685299611,130.775635537088,103.151200594947,152.273143371597,8.04,0,3.0,44.0975296803653,-62.28,23.52,36.915,55.6825,1781.78,49.0906190295634,14.5568394836225,395.168962190773,0.534700206218746,0.0019605820542443,0.998730506
ERCOT_WEST_2022_10,-89.4128156085273,0.854227146902465,-152.667224340316,26.5508138684142,-10.4756849605057,-40.2091522205734,7.05,0,1.0,50.3808780593607,-47.6123,22.81375,42.12905,64.050475,5143.3014,132.175934499097,25.502356731705,807.542324067923,0.803621666107564,0.0337839103513907,0.0
ERCOT_WEST_2022_15,-89.4128156085273,0.854227146902465,-153.123255440875,51.2274028109048,12.0346518957259,-12.3083217694731,7.05,0,1.5,50.3808780593607,-47.6123,22.81375,42.12905,64.050475,5143.3014,132.175934499097,25.502356731705,807.542324067923,0.803621666107564,0.0337839103513907,0.0
ERCOT_WEST_2022_25,-89.4128156085273,0.854227146902465,-95.7069989731802,129.744545878086,106.396733486429,82.5832951058939,7.05,0,2.5,50.3808780593607,-47.6123,22.81375,42.12905,64.050475,5143.3014,132.175934499097,25.502356731705,807.542324067923,0.803621666107564,0.0337839103513907,0.0
ERCOT_WEST_2022_30,-89.4128156085273,0.854227146902465,-32.852338608421,179.705407972565,168.774295736179,145.402683573771,7.05,0,3.0,50.3808780593607,-47.6123,22.81375,42.12905,64.050475,5143.3014,132.175934499097,25.502356731705,807.542324067923,0.803621666107564,0.0337839103513907,0.0
ERCOT_WEST_2022_20,-90.4181896085273,-2.50258785309753,-148.296123855881,86.8557491133033,52.9996732500635,26.816831024408,7.05,0,2.0,50.38087806,-47.6123,22.81375,42.12905,64.050475,5143.3014,132.1759345,25.50235673,807.5423241,0.803621666,0.03378391,0.0
